"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","63","152048","0.0-9.0-0.0-0.11","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","64","153150","0.0-9.0-0.0-0.12","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","65","154252","0.0-9.0-0.0-0.13","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","66","155354","0.0-9.0-0.0-0.14","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","67","156457","0.0-9.0-0.0-0.15","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","68","157559","0.0-9.0-0.0-0.16","null","test","A","",""
"436.9999999999709","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","69","158297","0.0-9.0-0.0-0.17","32","test","B","",""
"null","","","html-keyboard-response","70","158599","0.0-9.0-0.0-0.18","null","test","A","",""
"3235","","","survey-likert","71","161835","0.0-9.0-1.0","","","","{""Q0"":1}","[0]"
"1635.999999999971","","","survey-multi-choice","72","163472","0.0-9.0-2.0","","","","{""Q0"":""B""}","[0]"
"832.9999999999709","Correct! + $1","0","html-button-response","73","164306","0.0-9.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","74","165107","0.0-10.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","75","166209","0.0-10.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","76","167311","0.0-10.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","77","168412","0.0-10.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","78","169514","0.0-10.0-0.0-0.4","null","test","C","",""
"234","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","79","170048","0.0-10.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","80","170351","0.0-10.0-0.0-0.6","null","test","C","",""
"1644","","","survey-likert","81","171995","0.0-10.0-1.0","","","","{""Q0"":9}","[0]"
"1366","","","survey-multi-choice","82","173362","0.0-10.0-2.0","","","","{""Q0"":""C""}","[0]"
"800","Correct! + $1","0","html-button-response","83","174164","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","84","174965","0.0-11.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","85","176066","0.0-11.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","86","177168","0.0-11.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","87","178271","0.0-11.0-0.0-0.3","null","test","C","",""
"387","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","88","178959","0.0-11.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","89","179262","0.0-11.0-0.0-0.5","null","test","C","",""
"2206.000000000029","","","survey-likert","90","181468","0.0-11.0-1.0","","","","{""Q0"":9}","[0]"
"1443","","","survey-multi-choice","91","182914","0.0-11.0-2.0","","","","{""Q0"":""C""}","[0]"
"637","Correct! + $1","0","html-button-response","92","183552","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","93","184353","0.0-12.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","94","185454","0.0-12.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","95","186555","0.0-12.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","96","187657","0.0-12.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","97","188760","0.0-12.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","98","189863","0.0-12.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","99","190966","0.0-12.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","100","192067","0.0-12.0-0.0-0.7","null","test","B","",""
"295","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","101","192663","0.0-12.0-0.0-0.8","32","test","A","",""
"null","","","html-keyboard-response","102","192966","0.0-12.0-0.0-0.9","null","test","B","",""
"2451","","","survey-likert","103","195417","0.0-12.0-1.0","","","","{""Q0"":9}","[0]"
"2823","","","survey-multi-choice","104","198242","0.0-12.0-2.0","","","","{""Q0"":""A""}","[0]"
"899","Correct! + $1","0","html-button-response","105","199143","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","106","199944","0.0-13.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","107","201045","0.0-13.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","108","202148","0.0-13.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","109","203252","0.0-13.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","110","204354","0.0-13.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","111","205456","0.0-13.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","112","206558","0.0-13.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","113","207660","0.0-13.0-0.0-0.7","null","test","B","",""
"512","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","114","208474","0.0-13.0-0.0-0.8","32","test","A","",""
"null","","","html-keyboard-response","115","208777","0.0-13.0-0.0-0.9","null","test","C","",""
"1784.999999999971","","","survey-likert","116","210564","0.0-13.0-1.0","","","","{""Q0"":9}","[0]"
"2030","","","survey-multi-choice","117","212595","0.0-13.0-2.0","","","","{""Q0"":""A""}","[0]"
"832","Correct! + $1","0","html-button-response","118","213429","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","119","214231","0.0-14.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","120","215334","0.0-14.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","121","216436","0.0-14.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","122","217538","0.0-14.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","123","218641","0.0-14.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","124","219743","0.0-14.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","125","220846","0.0-14.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","126","221948","0.0-14.0-0.0-0.7","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","127","223051","0.0-14.0-0.0-0.8","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","128","224153","0.0-14.0-0.0-0.9","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","129","225256","0.0-14.0-0.0-0.10","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","130","226358","0.0-14.0-0.0-0.11","null","test","B","",""
"303","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","131","226962","0.0-14.0-0.0-0.12","32","test","A","",""
"null","","","html-keyboard-response","132","227264","0.0-14.0-0.0-0.13","null","test","B","",""
"5681","","","survey-likert","133","232946","0.0-14.0-1.0","","","","{""Q0"":3}","[0]"
"2135.000000000029","","","survey-multi-choice","134","235083","0.0-14.0-2.0","","","","{""Q0"":""B""}","[0]"
"645","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","135","235729","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","136","236530","0.0-15.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","137","237632","0.0-15.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","138","238734","0.0-15.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","139","239836","0.0-15.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","140","240938","0.0-15.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","141","242039","0.0-15.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","142","243141","0.0-15.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","143","244243","0.0-15.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","144","245345","0.0-15.0-0.0-0.8","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","145","246448","0.0-15.0-0.0-0.9","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","146","247549","0.0-15.0-0.0-0.10","null","test","A","",""
"329.9999999999709","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","147","248181","0.0-15.0-0.0-0.11","32","test","A","",""
"null","","","html-keyboard-response","148","248483","0.0-15.0-0.0-0.12","null","test","A","",""
"1945.000000000029","","","survey-likert","149","250430","0.0-15.0-1.0","","","","{""Q0"":1}","[0]"
"2485","","","survey-multi-choice","150","252916","0.0-15.0-2.0","","","","{""Q0"":""A""}","[0]"
"702","Correct! + $1","0","html-button-response","151","253619","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","152","254420","0.0-16.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","153","255522","0.0-16.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","154","256625","0.0-16.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","155","257727","0.0-16.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","156","258828","0.0-16.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","157","259930","0.0-16.0-0.0-0.5","null","test","C","",""
"162","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","158","260393","0.0-16.0-0.0-0.6","32","test","C","",""
"null","","","html-keyboard-response","159","260695","0.0-16.0-0.0-0.7","null","test","C","",""
"1762","","","survey-likert","160","262459","0.0-16.0-1.0","","","","{""Q0"":9}","[0]"
"1382","","","survey-multi-choice","161","263841","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"1152","Correct! + $1","0","html-button-response","162","264995","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","163","265796","0.0-17.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","164","266898","0.0-17.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","165","268000","0.0-17.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","166","269101","0.0-17.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","167","270203","0.0-17.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","168","271305","0.0-17.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","169","272407","0.0-17.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","170","273509","0.0-17.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","171","274611","0.0-17.0-0.0-0.8","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","172","275712","0.0-17.0-0.0-0.9","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","173","276813","0.0-17.0-0.0-0.10","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","174","277914","0.0-17.0-0.0-0.11","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","175","279016","0.0-17.0-0.0-0.12","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","176","280118","0.0-17.0-0.0-0.13","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","177","281219","0.0-17.0-0.0-0.14","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","178","282321","0.0-17.0-0.0-0.15","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","179","283424","0.0-17.0-0.0-0.16","null","test","B","",""
"590","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","180","284316","0.0-17.0-0.0-0.17","32","test","A","",""
"null","","","html-keyboard-response","181","284618","0.0-17.0-0.0-0.18","null","test","B","",""
"3913","","","survey-likert","182","288531","0.0-17.0-1.0","","","","{""Q0"":5}","[0]"
"2168","","","survey-multi-choice","183","290700","0.0-17.0-2.0","","","","{""Q0"":""B""}","[0]"
"628","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","184","291330","0.0-17.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","185","292131","0.0-18.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","186","293232","0.0-18.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","187","294334","0.0-18.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","188","295437","0.0-18.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","189","296540","0.0-18.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","190","297642","0.0-18.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","191","298745","0.0-18.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","192","299847","0.0-18.0-0.0-0.7","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","193","300949","0.0-18.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","194","302050","0.0-18.0-0.0-0.9","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","195","303151","0.0-18.0-0.0-0.10","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","196","304253","0.0-18.0-0.0-0.11","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","197","305355","0.0-18.0-0.0-0.12","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","198","306457","0.0-18.0-0.0-0.13","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","199","307559","0.0-18.0-0.0-0.14","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","200","308661","0.0-18.0-0.0-0.15","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","201","309763","0.0-18.0-0.0-0.16","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","202","310866","0.0-18.0-0.0-0.17","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","203","311967","0.0-18.0-0.0-0.18","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","204","313069","0.0-18.0-0.0-0.19","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","205","314172","0.0-18.0-0.0-0.20","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","206","315275","0.0-18.0-0.0-0.21","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","207","316376","0.0-18.0-0.0-0.22","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","208","317478","0.0-18.0-0.0-0.23","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","209","318580","0.0-18.0-0.0-0.24","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","210","319681","0.0-18.0-0.0-0.25","null","test","B","",""
"363.9999999999418","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","211","320347","0.0-18.0-0.0-0.26","32","test","B","",""
"null","","","html-keyboard-response","212","320649","0.0-18.0-0.0-0.27","null","test","B","",""
"4003","","","survey-likert","213","324653","0.0-18.0-1.0","","","","{""Q0"":4}","[0]"
"1324","","","survey-multi-choice","214","325979","0.0-18.0-2.0","","","","{""Q0"":""B""}","[0]"
"817","Correct! + $1","0","html-button-response","215","326797","0.0-18.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","216","327597","0.0-19.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","217","328699","0.0-19.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","218","329802","0.0-19.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","219","330903","0.0-19.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","220","332004","0.0-19.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","221","333107","0.0-19.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","222","334209","0.0-19.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","223","335310","0.0-19.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","224","336412","0.0-19.0-0.0-0.8","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","225","337514","0.0-19.0-0.0-0.9","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","226","338617","0.0-19.0-0.0-0.10","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","227","339719","0.0-19.0-0.0-0.11","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","228","340821","0.0-19.0-0.0-0.12","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","229","341924","0.0-19.0-0.0-0.13","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","230","343027","0.0-19.0-0.0-0.14","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","231","344129","0.0-19.0-0.0-0.15","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","232","345232","0.0-19.0-0.0-0.16","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","233","346333","0.0-19.0-0.0-0.17","null","test","A","",""
