"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","test_part","responses","question_order"
"5426","<div style=""font-size:45px;"">B  C  A  A  C  A  B  A                                    </div>","32","html-keyboard-response","58","404661","0.0-2.0-0.28","test","",""
"1827","","","survey-likert","59","406990","0.0-2.0-1.28","","{""Q0"":4}","[0]"
"1222.0000000000582","<div style=""font-size:45px;"">C  C  C  C  C  C  C  A                                    </div>","32","html-keyboard-response","60","408213","0.0-2.0-0.29","test","",""
"1672","","","survey-likert","61","410387","0.0-2.0-1.29","","{""Q0"":0}","[0]"
"4667","<div style=""font-size:45px;"">C  A  C  A  B  B  C  A                                    </div>","32","html-keyboard-response","62","415055","0.0-2.0-0.30","test","",""
"3528.999999999942","","","survey-likert","63","419087","0.0-2.0-1.30","","{""Q0"":4}","[0]"
"4041","<div style=""font-size:45px;"">C  A  C  C  A  B  B  B  B  B                              </div>","32","html-keyboard-response","64","423129","0.0-2.0-0.31","test","",""
"3584","","","survey-likert","65","427215","0.0-2.0-1.31","","{""Q0"":3}","[0]"
"2320","<div style=""font-size:45px;"">C  B  B  A                                                </div>","32","html-keyboard-response","66","429537","0.0-2.0-0.32","test","",""
"3192","","","survey-likert","67","433231","0.0-2.0-1.32","","{""Q0"":4}","[0]"
"3280","<div style=""font-size:45px;"">A  B  A  B  A  B                                          </div>","32","html-keyboard-response","68","436513","0.0-2.0-0.33","test","",""
"1995.9999999999418","","","survey-likert","69","439011","0.0-2.0-1.33","","{""Q0"":1}","[0]"
"1692","<div style=""font-size:45px;"">A  C  A  B                                                </div>","32","html-keyboard-response","70","440705","0.0-2.0-0.34","test","",""
"1517.0000000000582","","","survey-likert","71","442725","0.0-2.0-1.34","","{""Q0"":4}","[0]"
"1858","<div style=""font-size:45px;"">C  C  C  C  A  A  B  B  B  B  B  B  B  B  B  B  B  B      </div>","32","html-keyboard-response","72","444584","0.0-2.0-0.35","test","",""
"1661","","","survey-likert","73","446747","0.0-2.0-1.35","","{""Q0"":0}","[0]"
"2236","<div style=""font-size:45px;"">C  A  C  C  A  C  C  A  C  C                              </div>","32","html-keyboard-response","74","448984","0.0-2.0-0.36","test","",""
"1797.9999999999418","","","survey-likert","75","451284","0.0-2.0-1.36","","{""Q0"":0}","[0]"
"5218","<div style=""font-size:45px;"">A  A  B  A  B  B  B  B  A  A  C  C  B  B  A  C  C  C  C  C</div>","32","html-keyboard-response","76","456504","0.0-2.0-0.37","test","",""
"3291","","","survey-likert","77","460297","0.0-2.0-1.37","","{""Q0"":4}","[0]"
"2078","<div style=""font-size:45px;"">C  B  C  C  B  C  C  B  C  C  B  C  C  B  C  C  B  C      </div>","32","html-keyboard-response","78","462376","0.0-2.0-0.38","test","",""
"2573.999999999942","","","survey-likert","79","465451","0.0-2.0-1.38","","{""Q0"":0}","[0]"
"25733","<div style=""font-size:45px;"">C  A  A  B  A  B  B  B  B  A  A  A  A  B  C  C  B  B  B  B</div>","32","html-keyboard-response","80","491185","0.0-2.0-0.39","test","",""
"3360.999999999942","","","survey-likert","81","495047","0.0-2.0-1.39","","{""Q0"":2}","[0]"
"1344","<div style=""font-size:45px;"">B  C  B  C  B  C  B  C                                    </div>","32","html-keyboard-response","82","496393","0.0-2.0-0.40","test","",""
"1774","","","survey-likert","83","498669","0.0-2.0-1.40","","{""Q0"":0}","[0]"
"1122","<div style=""font-size:45px;"">C  B  B  C  B  B  B  B  B  B  B  B  B  B  B  C            </div>","32","html-keyboard-response","84","499793","0.0-2.0-0.41","test","",""
"2342","","","survey-likert","85","502637","0.0-2.0-1.41","","{""Q0"":0}","[0]"
"2946.000000000058","<div style=""font-size:45px;"">C  B  C  C  B  C  C  A  B  A                              </div>","32","html-keyboard-response","86","505584","0.0-2.0-0.42","test","",""
"1781","","","survey-likert","87","507866","0.0-2.0-1.42","","{""Q0"":1}","[0]"
"1557","<div style=""font-size:45px;"">B  A  B  A  B  A  B  A  B  A                              </div>","32","html-keyboard-response","88","509424","0.0-2.0-0.43","test","",""
"2127.000000000058","","","survey-likert","89","512052","0.0-2.0-1.43","","{""Q0"":0}","[0]"
"27429.99999999994","<div style=""font-size:45px;"">A  C  C  A  B  A  A  B  B  A  A  A  C  B                  </div>","32","html-keyboard-response","90","539483","0.0-2.0-0.44","test","",""
"1812.0000000001164","","","survey-likert","91","541796","0.0-2.0-1.44","","{""Q0"":1}","[0]"
"1700","<div style=""font-size:45px;"">B  C  A  A  A  A  A  A  A  A                              </div>","32","html-keyboard-response","92","543498","0.0-2.0-0.45","test","",""
"2497","","","survey-likert","93","546496","0.0-2.0-1.45","","{""Q0"":0}","[0]"
"1409","<div style=""font-size:45px;"">A  A  A  A  A  A  A  A  A  A  A  A  A  A  A  A  A  A  A  A</div>","32","html-keyboard-response","94","547906","0.0-2.0-0.46","test","",""
"1958","","","survey-likert","95","550364","0.0-2.0-1.46","","{""Q0"":0}","[0]"
"2764","<div style=""font-size:45px;"">B  C  A  A  A  B                                          </div>","32","html-keyboard-response","96","553130","0.0-2.0-0.47","test","",""
"3610","","","survey-likert","97","557242","0.0-2.0-1.47","","{""Q0"":2}","[0]"
"1238","<div style=""font-size:45px;"">C  C  C  B  C  C  C  C  C  C  C  C  C  C                  </div>","32","html-keyboard-response","98","558482","0.0-2.0-0.48","test","",""
"2297","","","survey-likert","99","561280","0.0-2.0-1.48","","{""Q0"":0}","[0]"
"1576","<div style=""font-size:45px;"">C  C  C  C  C  C  C  C  C  C  C  C  C  C                  </div>","32","html-keyboard-response","100","562858","0.0-2.0-0.49","test","",""
"2108.0000000001164","","","survey-likert","101","565468","0.0-2.0-1.49","","{""Q0"":0}","[0]"
"4068","<div style=""font-size:45px;"">B  C  C  A  C  A  A  A                                    </div>","32","html-keyboard-response","102","569537","0.0-2.0-0.50","test","",""
"2177","","","survey-likert","103","572215","0.0-2.0-1.50","","{""Q0"":1}","[0]"
"4901","<div style=""font-size:45px;"">A  B  C  A  C  A  B  A  B  C  C  C                        </div>","32","html-keyboard-response","104","577118","0.0-2.0-0.51","test","",""
"4314","","","survey-likert","105","581934","0.0-2.0-1.51","","{""Q0"":5}","[0]"
"1582","<div style=""font-size:45px;"">A  A  A  A  C  C  A  A  C  C  C  C                        </div>","32","html-keyboard-response","106","583517","0.0-2.0-0.52","test","",""
"3385","","","survey-likert","107","587405","0.0-2.0-1.52","","{""Q0"":0}","[0]"
"2823","<div style=""font-size:45px;""></div>","32","html-keyboard-response","108","590229","0.0-2.0-0.53","test","",""
"5068","","","survey-likert","109","595799","0.0-2.0-1.53","","{""Q0"":""""}","[0]"
"35616","<div style=""font-size:45px;"">A  C  C  C  B  C  B  B  A  B  A  B  A  C  A  C  A  C      </div>","32","html-keyboard-response","110","631415","0.0-2.0-0.54","test","",""
"3111.9999999998836","","","survey-likert","111","635030","0.0-2.0-1.54","","{""Q0"":6}","[0]"
"1392","<div style=""font-size:45px;"">A  B  A  A  B  A  A  B                                    </div>","32","html-keyboard-response","112","636423","0.0-2.0-0.55","test","",""
"1835","","","survey-likert","113","638760","0.0-2.0-1.55","","{""Q0"":1}","[0]"
"1030","<div style=""font-size:45px;"">B  A  A  C  C  C  C  C  C  C  C  B  C  B                  </div>","32","html-keyboard-response","114","639791","0.0-2.0-0.56","test","",""
"1644","","","survey-likert","115","641937","0.0-2.0-1.56","","{""Q0"":0}","[0]"
"1780","<div style=""font-size:45px;"">C  B  C  B  A  C  B  B                                    </div>","32","html-keyboard-response","116","643719","0.0-2.0-0.57","test","",""
"2538","","","survey-likert","117","646759","0.0-2.0-1.57","","{""Q0"":0}","[0]"
"26438","<div style=""font-size:45px;"">C  C  C  A  C  B  A  C  C  A  A  B  B  C  A  B  C  C      </div>","32","html-keyboard-response","118","673198","0.0-2.0-0.58","test","",""
"1507","","","survey-likert","119","675205","0.0-2.0-1.58","","{""Q0"":0}","[0]"
"4319","<div style=""font-size:45px;"">A  A  A  B  C  C  C  C  C  A  C  C  B  A  C  B  C  C      </div>","32","html-keyboard-response","120","679526","0.0-2.0-0.59","test","",""
"1533.0000000001164","","","survey-likert","121","681560","0.0-2.0-1.59","","{""Q0"":0}","[0]"
"1220","<div style=""font-size:45px;"">B  C  C  B  C  C                                          </div>","32","html-keyboard-response","122","682781","0.0-2.0-0.60","test","",""
"1236","","","survey-likert","123","684519","0.0-2.0-1.60","","{""Q0"":1}","[0]"
"1420","<div style=""font-size:45px;"">A  B  B  B  B  B  B  B                                    </div>","32","html-keyboard-response","124","685940","0.0-2.0-0.61","test","",""
"2761.0000000001164","","","survey-likert","125","689202","0.0-2.0-1.61","","{""Q0"":0}","[0]"
"1400","<div style=""font-size:45px;"">A  A  A  A  A  A  B  A  A  A  C  A                        </div>","32","html-keyboard-response","126","690604","0.0-2.0-0.62","test","",""
"1665.9999999998836","","","survey-likert","127","692771","0.0-2.0-1.62","","{""Q0"":0}","[0]"
"10286","<div style=""font-size:45px;"">B  A  B  C  B  B  C  C  A  C  C  A  A  C  A  C  B  C      </div>","32","html-keyboard-response","128","703058","0.0-2.0-0.63","test","",""
"1973.0000000001164","","","survey-likert","129","705532","0.0-2.0-1.63","","{""Q0"":4}","[0]"
"2316","<div style=""font-size:45px;"">B  B  B  B  A  A  A  A  B  C  A  B  B  C  B  B            </div>","32","html-keyboard-response","130","707850","0.0-2.0-0.64","test","",""
"4037","","","survey-likert","131","712388","0.0-2.0-1.64","","{""Q0"":0}","[0]"
"2268","<div style=""font-size:45px;"">A  C  A  C  A  C  A  C  A  C  A  C  A  C  A  C  A  C      </div>","32","html-keyboard-response","132","714657","0.0-2.0-0.65","test","",""
"2465","","","survey-likert","133","717623","0.0-2.0-1.65","","{""Q0"":0}","[0]"
"2720","<div style=""font-size:45px;"">A  C  C  C  C  B  B  B  B  B  B  B  B  C  C  C  C  C  B  B</div>","32","html-keyboard-response","134","720345","0.0-2.0-0.66","test","",""
"1776","","","survey-likert","135","722623","0.0-2.0-1.66","","{""Q0"":0}","[0]"
"1552","<div style=""font-size:45px;"">B  B  B  B                                                </div>","32","html-keyboard-response","136","724177","0.0-2.0-0.67","test","",""
"1562.9999999998836","","","survey-likert","137","726243","0.0-2.0-1.67","","{""Q0"":1}","[0]"
"7204.000000000116","<div style=""font-size:45px;"">A  A  A  A  B  A                                          </div>","32","html-keyboard-response","138","733448","0.0-2.0-0.68","test","",""
"2359.0000000001164","","","survey-likert","139","736309","0.0-2.0-1.68","","{""Q0"":0}","[0]"
"2329","<div style=""font-size:45px;"">C  B  B  C  B  A  A  B  A  A  B  A  A  A  A  B            </div>","32","html-keyboard-response","140","738640","0.0-2.0-0.69","test","",""
"2257","","","survey-likert","141","741398","0.0-2.0-1.69","","{""Q0"":0}","[0]"
"3255.9999999998836","<div style=""font-size:45px;"">B  B  A  B  B  B  B  C  C  C  A  A  A  C  C  B  A  B  B  B</div>","32","html-keyboard-response","142","744656","0.0-2.0-0.70","test","",""
"4966","","","survey-likert","143","750124","0.0-2.0-1.70","","{""Q0"":4}","[0]"
"3969.9999999998836","<div style=""font-size:45px;"">C  C  C  C  C  B  C  A  A  A  B  B  A  B  C  B  A  A  B  B</div>","32","html-keyboard-response","144","754095","0.0-2.0-0.71","test","",""
"3364","","","survey-likert","145","757961","0.0-2.0-1.71","","{""Q0"":4}","[0]"
"1708","<div style=""font-size:45px;"">C  A  A  C  A  A  A  B  A  C                              </div>","32","html-keyboard-response","146","759671","0.0-2.0-0.72","test","",""
"2189.9999999998836","","","survey-likert","147","762363","0.0-2.0-1.72","","{""Q0"":1}","[0]"
"2786","<div style=""font-size:45px;"">A  A  B  A  A  C  C  C  B  C  C  C  C  C                  </div>","32","html-keyboard-response","148","765151","0.0-2.0-0.73","test","",""
"2390","","","survey-likert","149","768043","0.0-2.0-1.73","","{""Q0"":0}","[0]"
"17148","<div style=""font-size:45px;"">B  A  A  B  A  C  C  C  C  C  C  C  C  C                  </div>","32","html-keyboard-response","150","785192","0.0-2.0-0.74","test","",""
"1424","","","survey-likert","151","787117","0.0-2.0-1.74","","{""Q0"":0}","[0]"
"1440.9999999998836","<div style=""font-size:45px;"">C  A  B  A  B  A  B  A                                    </div>","32","html-keyboard-response","152","788559","0.0-2.0-0.75","test","",""
"2044","","","survey-likert","153","791105","0.0-2.0-1.75","","{""Q0"":1}","[0]"
"1500","<div style=""font-size:45px;"">A  C  A  B  C  C  C  A  B  C                              </div>","32","html-keyboard-response","154","792607","0.0-2.0-0.76","test","",""
"3083","","","survey-likert","155","796192","0.0-2.0-1.76","","{""Q0"":1}","[0]"
"1845","<div style=""font-size:45px;"">A  B  B  A  B  B  A  B                                    </div>","32","html-keyboard-response","156","798039","0.0-2.0-0.77","test","",""
"3019","","","survey-likert","157","801560","0.0-2.0-1.77","","{""Q0"":0}","[0]"
"1398","<div style=""font-size:45px;"">B  C  C  C                                                </div>","32","html-keyboard-response","158","802958","0.0-2.0-0.78","test","",""
"2506","","","survey-likert","159","805967","0.0-2.0-1.78","","{""Q0"":1}","[0]"
"52468.99999999988","<div style=""font-size:45px;"">A  B  C  B  C  A  C  C  C  B  A  A  B  A  C  C            </div>","32","html-keyboard-response","160","858435","0.0-2.0-0.79","test","",""
"3053.9999999998836","","","survey-likert","161","861991","0.0-2.0-1.79","","{""Q0"":2}","[0]"
"2170","<div style=""font-size:45px;"">B  B  B  B  C  B                                          </div>","32","html-keyboard-response","162","864162","0.0-2.0-0.80","test","",""
"3582.9999999998836","","","survey-likert","163","868246","0.0-2.0-1.80","","{""Q0"":0}","[0]"
"1507","<div style=""font-size:45px;"">B  C  A  C  B  B  B  C  B  B  B  B  C  C                  </div>","32","html-keyboard-response","164","869754","0.0-2.0-0.81","test","",""
"2234","","","survey-likert","165","872489","0.0-2.0-1.81","","{""Q0"":0}","[0]"
"1055","<div style=""font-size:45px;"">C  C  C  C  C  C  C  C  C  C  C  C                        </div>","32","html-keyboard-response","166","873546","0.0-2.0-0.82","test","",""
"2774","","","survey-likert","167","876822","0.0-2.0-1.82","","{""Q0"":0}","[0]"
"3722","<div style=""font-size:45px;"">C  C  C  B  A  A  C  B  B  B  C  A  B  B  B  A  C  A      </div>","32","html-keyboard-response","168","880546","0.0-2.0-0.83","test","",""
"2699","","","survey-likert","169","883746","0.0-2.0-1.83","","{""Q0"":2}","[0]"
"5622.000000000116","<div style=""font-size:45px;"">B  B  B  C  C  A  B  B  A  A  C  C                        </div>","32","html-keyboard-response","170","889369","0.0-2.0-0.84","test","",""
"2324","","","survey-likert","171","892194","0.0-2.0-1.84","","{""Q0"":1}","[0]"
"2508.9999999998836","<div style=""font-size:45px;"">A  C  A  A  A  B  C  B                                    </div>","32","html-keyboard-response","172","894705","0.0-2.0-0.85","test","",""
"2539","","","survey-likert","173","897745","0.0-2.0-1.85","","{""Q0"":1}","[0]"
"23714","<div style=""font-size:45px;"">A  B  B  A  C  B  C  C  C  C  B  B  A  C                  </div>","32","html-keyboard-response","174","921459","0.0-2.0-0.86","test","",""
"2662","","","survey-likert","175","924623","0.0-2.0-1.86","","{""Q0"":3}","[0]"
"2802","<div style=""font-size:45px;"">B  B  B  A  B  B  C  A  A  A  A  A  C  B  B  B  B  A  A  A</div>","32","html-keyboard-response","176","927427","0.0-2.0-0.87","test","",""
"2815","","","survey-likert","177","930743","0.0-2.0-1.87","","{""Q0"":2}","[0]"
"1331","<div style=""font-size:45px;"">C  B  B  B  A  A  A  A  A  A  A  A                        </div>","32","html-keyboard-response","178","932075","0.0-2.0-0.88","test","",""
"4548","","","survey-likert","179","937124","0.0-2.0-1.88","","{""Q0"":0}","[0]"
"2046","<div style=""font-size:45px;"">A  B  C  A  A  B  C  C  C  C                              </div>","32","html-keyboard-response","180","939170","0.0-2.0-0.89","test","",""
"1724.0000000001164","","","survey-likert","181","941396","0.0-2.0-1.89","","{""Q0"":1}","[0]"
"965","<div style=""font-size:45px;"">B  A  C  A                                                </div>","32","html-keyboard-response","182","942362","0.0-2.0-0.90","test","",""
"4510","","","survey-likert","183","947374","0.0-2.0-1.90","","{""Q0"":4}","[0]"
"5859","<div style=""font-size:45px;"">A  B  C  A  B  C  B  C  B  A  C  C  B  A                  </div>","32","html-keyboard-response","184","953234","0.0-2.0-0.91","test","",""
"2072","","","survey-likert","185","955807","0.0-2.0-1.91","","{""Q0"":5}","[0]"
"1041","<div style=""font-size:45px;"">C  C  C  B                                                </div>","32","html-keyboard-response","186","956849","0.0-2.0-0.92","test","",""
"1570","","","survey-likert","187","958921","0.0-2.0-1.92","","{""Q0"":2}","[0]"
"1318.0000000001164","<div style=""font-size:45px;"">A  C  C  C  C  B  A  A  A  A  A  A                        </div>","32","html-keyboard-response","188","960241","0.0-2.0-0.93","test","",""
"2037","","","survey-likert","189","962779","0.0-2.0-1.93","","{""Q0"":0}","[0]"
"1517","<div style=""font-size:45px;"">C  A  C  A  C  A  C  A  C  A  C  A  C  A  C  A  C  A  C  A</div>","32","html-keyboard-response","190","964297","0.0-2.0-0.94","test","",""
"4093.9999999998836","","","survey-likert","191","968893","0.0-2.0-1.94","","{""Q0"":0}","[0]"
"2626.9999999998836","<div style=""font-size:45px;"">A  B  B  A  A  B  B  C                                    </div>","32","html-keyboard-response","192","971521","0.0-2.0-0.95","test","",""
"2271","","","survey-likert","193","974295","0.0-2.0-1.95","","{""Q0"":1}","[0]"
"2048","<div style=""font-size:45px;"">B  C  C  C  B  C  A  A  B  B  C  A                        </div>","32","html-keyboard-response","194","976344","0.0-2.0-0.96","test","",""
"1793.9999999998836","","","survey-likert","195","978640","0.0-2.0-1.96","","{""Q0"":2}","[0]"
"93689","<div style=""font-size:45px;"">A  A  B  A  A  B  A  A  B  A  A  B  A  A                  </div>","32","html-keyboard-response","196","1072327","0.0-2.0-0.97","test","",""
"3860","","","survey-likert","197","1076689","0.0-2.0-1.97","","{""Q0"":1}","[0]"
"1805","<div style=""font-size:45px;"">B  C  C  B  C  C  B  C  C  B  A  A  A  A  A  A  C  C  C  C</div>","32","html-keyboard-response","198","1078496","0.0-2.0-0.98","test","",""
"2416","","","survey-likert","199","1081413","0.0-2.0-1.98","","{""Q0"":0}","[0]"
"1377","<div style=""font-size:45px;"">C  A  C  A  C  A  C  A  C  A  C  A  C  A  B  B  B  B      </div>","32","html-keyboard-response","200","1082791","0.0-2.0-0.99","test","",""
"4459.000000000233","","","survey-likert","201","1087752","0.0-2.0-1.99","","{""Q0"":0}","[0]"
"47666","<div style=""font-size:45px;"">B  A  B  B  A  B  B  A                                    </div>","13","html-keyboard-response","202","1135418","0.0-2.0-0.100","test","",""
"4780","","","survey-likert","203","1140700","0.0-2.0-1.100","","{""Q0"":1}","[0]"
"1645.0000000002328","<div style=""font-size:45px;"">B  C  C  B  C  C  B  C  C  B  C  C                        </div>","32","html-keyboard-response","204","1142345","0.0-2.0-0.101","test","",""
"2690.000000000233","","","survey-likert","205","1145538","0.0-2.0-1.101","","{""Q0"":0}","[0]"
"1391","<div style=""font-size:45px;"">C  B  B  B  A  B  B  B  A  B                              </div>","32","html-keyboard-response","206","1146929","0.0-2.0-0.102","test","",""
"1747.9999999997672","","","survey-likert","207","1149179","0.0-2.0-1.102","","{""Q0"":0}","[0]"
"412","<div style=""font-size:45px;"">B  B  B  A                                                </div>","32","html-keyboard-response","208","1149593","0.0-2.0-0.103","test","",""
"4611","","","survey-likert","209","1154704","0.0-2.0-1.103","","{""Q0"":1}","[0]"
"1480","<div style=""font-size:45px;"">C  C  A  B  A  A  A  A  C  B  B  B  B  B  B  B  B  A      </div>","32","html-keyboard-response","210","1156185","0.0-2.0-0.104","test","",""
"1739","","","survey-likert","211","1158427","0.0-2.0-1.104","","{""Q0"":0}","[0]"
"5225","<div style=""font-size:45px;"">B  A  C  B  C  B  A  B                                    </div>","32","html-keyboard-response","212","1163653","0.0-2.0-0.105","test","",""
"1590","","","survey-likert","213","1165745","0.0-2.0-1.105","","{""Q0"":2}","[0]"
"898","<div style=""font-size:45px;"">B  A  A  A  A  A  A  B  B  B  B  C                        </div>","32","html-keyboard-response","214","1166644","0.0-2.0-0.106","test","",""
"1788","","","survey-likert","215","1168935","0.0-2.0-1.106","","{""Q0"":0}","[0]"
