"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","41","113169","0.0-7.0-0.0-0.3","null","test","B","",""
"363.5850000428036","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","42","113836","0.0-7.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","43","114142","0.0-7.0-0.0-0.5","null","test","B","",""
"1857.785000000149","","","survey-likert","44","116001","0.0-7.0-1.0","","","","{""Q0"":9}","[0]"
"1969.4499999750406","","","survey-multi-choice","45","117972","0.0-7.0-2.0","","","","{""Q0"":""C""}","[0]"
"963.5750000015832","Correct! + $1","0","html-button-response","46","118937","0.0-7.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","47","119743","0.0-8.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","48","120848","0.0-8.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","49","121953","0.0-8.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","50","123056","0.0-8.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","51","124167","0.0-8.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","52","125272","0.0-8.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","53","126382","0.0-8.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","54","127488","0.0-8.0-0.0-0.7","null","test","A","",""
"251.68999994639307","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","55","128046","0.0-8.0-0.0-0.8","32","test","C","",""
"null","","","html-keyboard-response","56","128350","0.0-8.0-0.0-0.9","null","test","B","",""
"4325.620000017807","","","survey-likert","57","132678","0.0-8.0-1.0","","","","{""Q0"":8}","[0]"
"1509.684999997262","","","survey-multi-choice","58","134189","0.0-8.0-2.0","","","","{""Q0"":""A""}","[0]"
"907.7350000152364","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","59","135098","0.0-8.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","60","135901","0.0-9.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","61","137013","0.0-9.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","62","138119","0.0-9.0-0.0-0.2","null","test","C","",""
"240.56000000564381","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","63","138665","0.0-9.0-0.0-0.3","32","test","B","",""
"null","","","html-keyboard-response","64","138968","0.0-9.0-0.0-0.4","null","test","C","",""
"1623.0000000214204","","","survey-likert","65","140593","0.0-9.0-1.0","","","","{""Q0"":9}","[0]"
"1911.1549999797717","","","survey-multi-choice","66","142506","0.0-9.0-2.0","","","","{""Q0"":""B""}","[0]"
"740.0250000064261","Correct! + $1","0","html-button-response","67","143248","0.0-9.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","68","144054","0.0-10.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","69","145164","0.0-10.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","70","146272","0.0-10.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","71","147376","0.0-10.0-0.0-0.3","null","test","C","",""
"0.7349999505095184","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","72","147677","0.0-10.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","73","147985","0.0-10.0-0.0-0.5","null","test","C","",""
"2147.594999987632","","","survey-likert","74","150134","0.0-10.0-1.0","","","","{""Q0"":9}","[0]"
"1859.8549999878742","","","survey-multi-choice","75","151996","0.0-10.0-2.0","","","","{""Q0"":""C""}","[0]"
"1115.505000052508","Correct! + $1","0","html-button-response","76","153112","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","77","153914","0.0-11.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","78","155022","0.0-11.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","79","156126","0.0-11.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","80","157233","0.0-11.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","81","158338","0.0-11.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","82","159441","0.0-11.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","83","160546","0.0-11.0-0.0-0.6","null","test","C","",""
"282.01999998418614","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","84","161132","0.0-11.0-0.0-0.7","32","test","C","",""
"null","","","html-keyboard-response","85","161438","0.0-11.0-0.0-0.8","null","test","C","",""
"1788.509999983944","","","survey-likert","86","163228","0.0-11.0-1.0","","","","{""Q0"":8}","[0]"
"1325.925000011921","","","survey-multi-choice","87","164556","0.0-11.0-2.0","","","","{""Q0"":""C""}","[0]"
"790.0599999702536","Correct! + $1","0","html-button-response","88","165348","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","89","166152","0.0-12.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","90","167256","0.0-12.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","91","168367","0.0-12.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","92","169472","0.0-12.0-0.0-0.3","null","test","C","",""
"274.95499997166917","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","93","170053","0.0-12.0-0.0-0.4","32","test","B","",""
"null","","","html-keyboard-response","94","170361","0.0-12.0-0.0-0.5","null","test","B","",""
"1362.3599999700673","","","survey-likert","95","171725","0.0-12.0-1.0","","","","{""Q0"":9}","[0]"
"1822.150000021793","","","survey-multi-choice","96","173548","0.0-12.0-2.0","","","","{""Q0"":""C""}","[0]"
"2266.6700000409037","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","97","175817","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","98","176619","0.0-13.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","99","177722","0.0-13.0-0.0-0.1","null","test","A","",""
"275.4449999774806","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","100","178301","0.0-13.0-0.0-0.2","32","test","A","",""
"null","","","html-keyboard-response","101","178604","0.0-13.0-0.0-0.3","null","test","C","",""
"2155.8099999674596","","","survey-likert","102","180762","0.0-13.0-1.0","","","","{""Q0"":9}","[0]"
"2144.444999983534","","","survey-multi-choice","103","182908","0.0-13.0-2.0","","","","{""Q0"":""A""}","[0]"
"614.4100000383332","Correct! + $1","0","html-button-response","104","183524","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","105","184330","0.0-14.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","106","185438","0.0-14.0-0.0-0.1","null","test","B","",""
"260.9499999671243","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","107","186005","0.0-14.0-0.0-0.2","32","test","B","",""
"null","","","html-keyboard-response","108","186308","0.0-14.0-0.0-0.3","null","test","B","",""
"1300.775000010617","","","survey-likert","109","187610","0.0-14.0-1.0","","","","{""Q0"":9}","[0]"
"2026.099999959115","","","survey-multi-choice","110","189638","0.0-14.0-2.0","","","","{""Q0"":""B""}","[0]"
"716.9850000063889","Correct! + $1","0","html-button-response","111","190357","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","112","191164","0.0-15.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","113","192265","0.0-15.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","114","193368","0.0-15.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","115","194472","0.0-15.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","116","195579","0.0-15.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","117","196687","0.0-15.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","118","197794","0.0-15.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","119","198903","0.0-15.0-0.0-0.7","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","120","200010","0.0-15.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","121","201115","0.0-15.0-0.0-0.9","null","test","B","",""
"294.6949999895878","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","122","201715","0.0-15.0-0.0-0.10","32","test","B","",""
"null","","","html-keyboard-response","123","202023","0.0-15.0-0.0-0.11","null","test","C","",""
"4865.129999991041","","","survey-likert","124","206889","0.0-15.0-1.0","","","","{""Q0"":5}","[0]"
"1326.4400000334717","","","survey-multi-choice","125","208217","0.0-15.0-2.0","","","","{""Q0"":""B""}","[0]"
"650.7050000363961","Correct! + $1","0","html-button-response","126","208869","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","127","209671","0.0-16.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","128","210778","0.0-16.0-0.0-0.1","null","test","C","",""
"246.40999996336177","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","129","211328","0.0-16.0-0.0-0.2","32","test","C","",""
"null","","","html-keyboard-response","130","211633","0.0-16.0-0.0-0.3","null","test","C","",""
"1426.0199999553151","","","survey-likert","131","213059","0.0-16.0-1.0","","","","{""Q0"":9}","[0]"
"1410.1899999659508","","","survey-multi-choice","132","214471","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"608.6500000092201","Correct! + $1","0","html-button-response","133","215081","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","134","215883","0.0-17.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","135","216985","0.0-17.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","136","218090","0.0-17.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","137","219197","0.0-17.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","138","220303","0.0-17.0-0.0-0.4","null","test","C","",""
"757.5850000139326","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","139","221363","0.0-17.0-0.0-0.5","32","test","A","",""
"null","","","html-keyboard-response","140","221666","0.0-17.0-0.0-0.6","null","test","B","",""
"3455.305000010412","","","survey-likert","141","225122","0.0-17.0-1.0","","","","{""Q0"":8}","[0]"
"1499.7950000106357","","","survey-multi-choice","142","226623","0.0-17.0-2.0","","","","{""Q0"":""A""}","[0]"
"593.1850000051782","Correct! + $1","0","html-button-response","143","227217","0.0-17.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","144","228018","0.0-18.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","145","229121","0.0-18.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","146","230228","0.0-18.0-0.0-0.2","null","test","C","",""
"285.3349999641068","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","147","230816","0.0-18.0-0.0-0.3","32","test","B","",""
"null","","","html-keyboard-response","148","231120","0.0-18.0-0.0-0.4","null","test","A","",""
"2536.93999996176","","","survey-likert","149","233658","0.0-18.0-1.0","","","","{""Q0"":9}","[0]"
"1627.8999999631196","","","survey-multi-choice","150","235287","0.0-18.0-2.0","","","","{""Q0"":""C""}","[0]"
"1231.1650000046939","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","151","236520","0.0-18.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","152","237324","0.0-19.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","153","238428","0.0-19.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","154","239531","0.0-19.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","155","240636","0.0-19.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","156","241746","0.0-19.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","157","242854","0.0-19.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","158","243959","0.0-19.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","159","245066","0.0-19.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","160","246175","0.0-19.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","161","247280","0.0-19.0-0.0-0.9","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","162","248385","0.0-19.0-0.0-0.10","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","163","249493","0.0-19.0-0.0-0.11","null","test","C","",""
"399.1300000343472","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","164","250198","0.0-19.0-0.0-0.12","32","test","C","",""
"null","","","html-keyboard-response","165","250504","0.0-19.0-0.0-0.13","null","test","C","",""
"2977.6200000196695","","","survey-likert","166","253483","0.0-19.0-1.0","","","","{""Q0"":2}","[0]"
"1465.4549999977462","","","survey-multi-choice","167","254950","0.0-19.0-2.0","","","","{""Q0"":""B""}","[0]"
"633.1249999930151","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","168","255585","0.0-19.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","169","256391","0.0-20.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","170","257499","0.0-20.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","171","258608","0.0-20.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","172","259717","0.0-20.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","173","260825","0.0-20.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","174","261934","0.0-20.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","175","263040","0.0-20.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","176","264141","0.0-20.0-0.0-0.7","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","177","265249","0.0-20.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","178","266353","0.0-20.0-0.0-0.9","null","test","A","",""
"286.1350000021048","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","179","266944","0.0-20.0-0.0-0.10","32","test","B","",""
"null","","","html-keyboard-response","180","267249","0.0-20.0-0.0-0.11","null","test","A","",""
"3236.254999996163","","","survey-likert","181","270486","0.0-20.0-1.0","","","","{""Q0"":1}","[0]"
"1548.6800000071526","","","survey-multi-choice","182","272037","0.0-20.0-2.0","","","","{""Q0"":""B""}","[0]"
"657.8999999910593","Correct! + $1","0","html-button-response","183","272696","0.0-20.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","184","273502","0.0-21.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","185","274609","0.0-21.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","186","275717","0.0-21.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","187","276825","0.0-21.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","188","277931","0.0-21.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","189","279041","0.0-21.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","190","280147","0.0-21.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","191","281250","0.0-21.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","192","282356","0.0-21.0-0.0-0.8","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","193","283467","0.0-21.0-0.0-0.9","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","194","284571","0.0-21.0-0.0-0.10","null","test","A","",""
"494.22500003129244","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","195","285368","0.0-21.0-0.0-0.11","32","test","A","",""
"null","","","html-keyboard-response","196","285672","0.0-21.0-0.0-0.12","null","test","A","",""
"1768.06500001112","","","survey-likert","197","287441","0.0-21.0-1.0","","","","{""Q0"":5}","[0]"
"1325.2700000302866","","","survey-multi-choice","198","288768","0.0-21.0-2.0","","","","{""Q0"":""C""}","[0]"
"558.7349999696016","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","199","289329","0.0-21.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","200","290131","0.0-22.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","201","291243","0.0-22.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","202","292351","0.0-22.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","203","293460","0.0-22.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","204","294568","0.0-22.0-0.0-0.4","null","test","B","",""
"371.54000002192333","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","205","295244","0.0-22.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","206","295548","0.0-22.0-0.0-0.6","null","test","A","",""
"2015.5099999974482","","","survey-likert","207","297566","0.0-22.0-1.0","","","","{""Q0"":9}","[0]"
"1307.645000051707","","","survey-multi-choice","208","298875","0.0-22.0-2.0","","","","{""Q0"":""C""}","[0]"
"657.9749999800697","Correct! + $1","0","html-button-response","209","299535","0.0-22.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","210","300339","0.0-23.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","211","301448","0.0-23.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","212","302554","0.0-23.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","213","303658","0.0-23.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","214","304761","0.0-23.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","215","305869","0.0-23.0-0.0-0.5","null","test","A","",""
"328.9349999977276","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","216","306502","0.0-23.0-0.0-0.6","32","test","B","",""
"null","","","html-keyboard-response","217","306805","0.0-23.0-0.0-0.7","null","test","B","",""
"2171.8850000179373","","","survey-likert","218","308978","0.0-23.0-1.0","","","","{""Q0"":9}","[0]"
"1319.4649999495596","","","survey-multi-choice","219","310299","0.0-23.0-2.0","","","","{""Q0"":""B""}","[0]"
"697.420000040438","Correct! + $1","0","html-button-response","220","310998","0.0-23.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","221","311801","0.0-24.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","222","312910","0.0-24.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","223","314015","0.0-24.0-0.0-0.2","null","test","C","",""
"538.8549999915995","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","224","314856","0.0-24.0-0.0-0.3","32","test","C","",""
"null","","","html-keyboard-response","225","315162","0.0-24.0-0.0-0.4","null","test","C","",""
"1977.7650000178255","","","survey-likert","226","317141","0.0-24.0-1.0","","","","{""Q0"":9}","[0]"
"2117.0249999850057","","","survey-multi-choice","227","319260","0.0-24.0-2.0","","","","{""Q0"":""C""}","[0]"
"775.1699999789707","Correct! + $1","0","html-button-response","228","320036","0.0-24.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","229","320838","0.0-25.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","230","321943","0.0-25.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","231","323050","0.0-25.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","232","324152","0.0-25.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","233","325260","0.0-25.0-0.0-0.4","null","test","A","",""
