"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","45","72118","0.0-6.0-0.0-0.7","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","46","73221","0.0-6.0-0.0-0.8","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","47","74323","0.0-6.0-0.0-0.9","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","48","75426","0.0-6.0-0.0-0.10","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","49","76529","0.0-6.0-0.0-0.11","null","test","C","",""
"100","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","50","76932","0.0-6.0-0.0-0.12","32","test","C","",""
"null","","","html-keyboard-response","51","77235","0.0-6.0-0.0-0.13","null","test","C","",""
"3700","","","survey-likert","52","80939","0.0-6.0-1.0","","","","{""Q0"":0}","[0]"
"4071","","","survey-multi-choice","53","85012","0.0-6.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"1869","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","54","86884","0.0-6.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","55","87687","0.0-7.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","56","88790","0.0-7.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","57","89892","0.0-7.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","58","90996","0.0-7.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","59","92099","0.0-7.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","60","93202","0.0-7.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","61","94305","0.0-7.0-0.0-0.6","null","test","B","",""
"282","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","62","94891","0.0-7.0-0.0-0.7","32","test","B","",""
"null","","","html-keyboard-response","63","95193","0.0-7.0-0.0-0.8","null","test","A","",""
"3098","","","survey-likert","64","98293","0.0-7.0-1.0","","","","{""Q0"":9}","[0]"
"1600","","","survey-multi-choice","65","99896","0.0-7.0-2.0","","","","{""Q0"":""B""}","[0]"
"17167.000000000015","Correct! + $1","0","html-button-response","66","117070","0.0-7.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","67","117873","0.0-8.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","68","118976","0.0-8.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","69","120079","0.0-8.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","70","121182","0.0-8.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","71","122284","0.0-8.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","72","123387","0.0-8.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","73","124491","0.0-8.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","74","125594","0.0-8.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","75","126697","0.0-8.0-0.0-0.8","null","test","C","",""
"60","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","76","127059","0.0-8.0-0.0-0.9","32","test","B","",""
"null","","","html-keyboard-response","77","127363","0.0-8.0-0.0-0.10","null","test","A","",""
"3034","","","survey-likert","78","130399","0.0-8.0-1.0","","","","{""Q0"":3}","[0]"
"1337","","","survey-multi-choice","79","131739","0.0-8.0-2.0","","","","{""Q0"":""B""}","[0]"
"657","Correct! + $1","0","html-button-response","80","132398","0.0-8.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","81","133200","0.0-9.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","82","134303","0.0-9.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","83","135406","0.0-9.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","84","136510","0.0-9.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","85","137614","0.0-9.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","86","138717","0.0-9.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","87","139821","0.0-9.0-0.0-0.6","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","88","140923","0.0-9.0-0.0-0.7","null","test","C","",""
"676.0000000000291","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","89","141901","0.0-9.0-0.0-0.8","32","test","C","",""
"null","","","html-keyboard-response","90","142203","0.0-9.0-0.0-0.9","null","test","A","",""
"1899.000000000029","","","survey-likert","91","144104","0.0-9.0-1.0","","","","{""Q0"":4}","[0]"
"3352","","","survey-multi-choice","92","147458","0.0-9.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"529","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","93","147989","0.0-9.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","94","148793","0.0-10.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","95","149894","0.0-10.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","96","150996","0.0-10.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","97","152099","0.0-10.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","98","153203","0.0-10.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","99","154306","0.0-10.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","100","155409","0.0-10.0-0.0-0.6","null","test","C","",""
"586","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","101","156297","0.0-10.0-0.0-0.7","32","test","C","",""
"null","","","html-keyboard-response","102","156601","0.0-10.0-0.0-0.8","null","test","C","",""
"3703","","","survey-likert","103","160306","0.0-10.0-1.0","","","","{""Q0"":0}","[0]"
"1764","","","survey-multi-choice","104","162072","0.0-10.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"659","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","105","162734","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","106","163537","0.0-11.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","107","164639","0.0-11.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","108","165742","0.0-11.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","109","166845","0.0-11.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","110","167949","0.0-11.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","111","169052","0.0-11.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","112","170155","0.0-11.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","113","171258","0.0-11.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","114","172361","0.0-11.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","115","173464","0.0-11.0-0.0-0.9","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","116","174567","0.0-11.0-0.0-0.10","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","117","175669","0.0-11.0-0.0-0.11","null","test","C","",""
"73","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","118","176044","0.0-11.0-0.0-0.12","32","test","C","",""
"null","","","html-keyboard-response","119","176349","0.0-11.0-0.0-0.13","null","test","A","",""
"2278.000000000029","","","survey-likert","120","178629","0.0-11.0-1.0","","","","{""Q0"":0}","[0]"
"1469","","","survey-multi-choice","121","180101","0.0-11.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"536","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","122","180639","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","123","181443","0.0-12.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","124","182546","0.0-12.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","125","183648","0.0-12.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","126","184752","0.0-12.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","127","185856","0.0-12.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","128","186959","0.0-12.0-0.0-0.5","null","test","B","",""
"538","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","129","187800","0.0-12.0-0.0-0.6","32","test","B","",""
"null","","","html-keyboard-response","130","188103","0.0-12.0-0.0-0.7","null","test","C","",""
"1996.999999999971","","","survey-likert","131","190102","0.0-12.0-1.0","","","","{""Q0"":3}","[0]"
"2401.999999999971","","","survey-multi-choice","132","192506","0.0-12.0-2.0","","","","{""Q0"":""B""}","[0]"
"576.9999999999709","Correct! + $1","0","html-button-response","133","193087","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","134","193889","0.0-13.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","135","194993","0.0-13.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","136","196095","0.0-13.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","137","197198","0.0-13.0-0.0-0.3","null","test","B","",""
"542","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","138","198043","0.0-13.0-0.0-0.4","32","test","B","",""
"null","","","html-keyboard-response","139","198348","0.0-13.0-0.0-0.5","null","test","B","",""
"1832.999999999971","","","survey-likert","140","200182","0.0-13.0-1.0","","","","{""Q0"":9}","[0]"
"1420.000000000029","","","survey-multi-choice","141","201605","0.0-13.0-2.0","","","","{""Q0"":""B""}","[0]"
"626","Correct! + $1","0","html-button-response","142","202233","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","143","203035","0.0-14.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","144","204138","0.0-14.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","145","205241","0.0-14.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","146","206343","0.0-14.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","147","207446","0.0-14.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","148","208549","0.0-14.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","149","209652","0.0-14.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","150","210755","0.0-14.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","151","211859","0.0-14.0-0.0-0.8","null","test","B","",""
"375","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","152","212537","0.0-14.0-0.0-0.9","32","test","B","",""
"null","","","html-keyboard-response","153","212840","0.0-14.0-0.0-0.10","null","test","B","",""
"1914","","","survey-likert","154","214756","0.0-14.0-1.0","","","","{""Q0"":6}","[0]"
"1445","","","survey-multi-choice","155","216204","0.0-14.0-2.0","","","","{""Q0"":""B""}","[0]"
"545","Correct! + $1","0","html-button-response","156","216751","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","157","217553","0.0-15.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","158","218656","0.0-15.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","159","219758","0.0-15.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","160","220862","0.0-15.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","161","221965","0.0-15.0-0.0-0.4","null","test","C","",""
"233","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","162","222501","0.0-15.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","163","222803","0.0-15.0-0.0-0.6","null","test","C","",""
"2008","","","survey-likert","164","224813","0.0-15.0-1.0","","","","{""Q0"":9}","[0]"
"1812.999999999971","","","survey-multi-choice","165","226628","0.0-15.0-2.0","","","","{""Q0"":""A""}","[0]"
"635.9999999999709","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","166","227266","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","167","228070","0.0-16.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","168","229174","0.0-16.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","169","230276","0.0-16.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","170","232038","0.0-16.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","171","233141","0.0-16.0-0.0-0.4","null","test","C","",""
"568.0000000000291","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","172","234011","0.0-16.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","173","234315","0.0-16.0-0.0-0.6","null","test","C","",""
"2738","","","survey-likert","174","237054","0.0-16.0-1.0","","","","{""Q0"":8}","[0]"
"1354","","","survey-multi-choice","175","238412","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"595","Correct! + $1","0","html-button-response","176","239009","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","177","239812","0.0-17.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","178","240915","0.0-17.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","179","242019","0.0-17.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","180","243120","0.0-17.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","181","244224","0.0-17.0-0.0-0.4","null","test","C","",""
"340","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","182","244866","0.0-17.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","183","245169","0.0-17.0-0.0-0.6","null","test","C","",""
"2129","","","survey-likert","184","247299","0.0-17.0-1.0","","","","{""Q0"":8}","[0]"
"1943","","","survey-multi-choice","185","249245","0.0-17.0-2.0","","","","{""Q0"":""C""}","[0]"
"717.0000000000291","Correct! + $1","0","html-button-response","186","249965","0.0-17.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","187","250769","0.0-18.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","188","251872","0.0-18.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","189","252975","0.0-18.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","190","254077","0.0-18.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","191","255181","0.0-18.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","192","256285","0.0-18.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","193","257388","0.0-18.0-0.0-0.6","null","test","A","",""
"454.9999999999709","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","194","258146","0.0-18.0-0.0-0.7","32","test","B","",""
"null","","","html-keyboard-response","195","258450","0.0-18.0-0.0-0.8","null","test","B","",""
"3337.000000000029","","","survey-likert","196","261789","0.0-18.0-1.0","","","","{""Q0"":5}","[0]"
"2917.999999999971","","","survey-multi-choice","197","264710","0.0-18.0-2.0","","","","{""Q0"":""A""}","[0]"
"545","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","198","265258","0.0-18.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","199","266065","0.0-19.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","200","267169","0.0-19.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","201","268272","0.0-19.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","202","269375","0.0-19.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","203","270479","0.0-19.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","204","271582","0.0-19.0-0.0-0.5","null","test","C","",""
"682","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","205","272565","0.0-19.0-0.0-0.6","32","test","C","",""
"null","","","html-keyboard-response","206","272869","0.0-19.0-0.0-0.7","null","test","C","",""
"1702","","","survey-likert","207","274573","0.0-19.0-1.0","","","","{""Q0"":7}","[0]"
"2434.999999999942","","","survey-multi-choice","208","277010","0.0-19.0-2.0","","","","{""Q0"":""C""}","[0]"
"847","Correct! + $1","0","html-button-response","209","277860","0.0-19.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","210","278665","0.0-20.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","211","279767","0.0-20.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","212","280870","0.0-20.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","213","281972","0.0-20.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","214","283075","0.0-20.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","215","284179","0.0-20.0-0.0-0.5","null","test","C","",""
"539","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","216","285020","0.0-20.0-0.0-0.6","32","test","A","",""
"null","","","html-keyboard-response","217","285323","0.0-20.0-0.0-0.7","null","test","C","",""
"2586","","","survey-likert","218","287911","0.0-20.0-1.0","","","","{""Q0"":9}","[0]"
"1690","","","survey-multi-choice","219","289604","0.0-20.0-2.0","","","","{""Q0"":""A""}","[0]"
"586","Correct! + $1","0","html-button-response","220","290192","0.0-20.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","221","290996","0.0-21.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","222","292099","0.0-21.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","223","293203","0.0-21.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","224","294305","0.0-21.0-0.0-0.3","null","test","C","",""
"326","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","225","294932","0.0-21.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","226","295235","0.0-21.0-0.0-0.5","null","test","C","",""
"1461.9999999999418","","","survey-likert","227","296699","0.0-21.0-1.0","","","","{""Q0"":8}","[0]"
"1838.0000000000582","","","survey-multi-choice","228","298540","0.0-21.0-2.0","","","","{""Q0"":""C""}","[0]"
"833","Correct! + $1","0","html-button-response","229","299375","0.0-21.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","230","300179","0.0-22.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","231","301283","0.0-22.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","232","302387","0.0-22.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","233","303490","0.0-22.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","234","304593","0.0-22.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","235","305696","0.0-22.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","236","306798","0.0-22.0-0.0-0.6","null","test","B","",""
