"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"33649.840000027325","Correct! + $1","0","html-button-response","78","134822","0.0-7.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","79","135625","0.0-8.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","80","136733","0.0-8.0-0.0-0.1","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","81","137835","0.0-8.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","82","138942","0.0-8.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","83","140044","0.0-8.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","84","141150","0.0-8.0-0.0-0.5","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","85","142255","0.0-8.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","86","143365","0.0-8.0-0.0-0.7","null","test","C","",""
"297.2249999875203","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","87","143964","0.0-8.0-0.0-0.8","32","test","A","",""
"null","","","html-keyboard-response","88","144269","0.0-8.0-0.0-0.9","null","test","C","",""
"4679.705000016838","","","survey-likert","89","148950","0.0-8.0-1.0","","","","{""Q0"":6}","[0]"
"3559.2600000090897","","","survey-multi-choice","90","152511","0.0-8.0-2.0","","","","{""Q0"":""A""}","[0]"
"1004.3200000072829","Correct! + $1","0","html-button-response","91","153517","0.0-8.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","92","154319","0.0-9.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","93","155421","0.0-9.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","94","156528","0.0-9.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","95","157635","0.0-9.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","96","158740","0.0-9.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","97","159849","0.0-9.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","98","160956","0.0-9.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","99","162060","0.0-9.0-0.0-0.7","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","100","163167","0.0-9.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","101","164275","0.0-9.0-0.0-0.9","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","102","165381","0.0-9.0-0.0-0.10","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","103","166486","0.0-9.0-0.0-0.11","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","104","167594","0.0-9.0-0.0-0.12","null","test","B","",""
"237.26500000339","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","105","168132","0.0-9.0-0.0-0.13","32","test","B","",""
"null","","","html-keyboard-response","106","168438","0.0-9.0-0.0-0.14","null","test","A","",""
"3257.9750000149943","","","survey-likert","107","171697","0.0-9.0-1.0","","","","{""Q0"":1}","[0]"
"1812.8700000233948","","","survey-multi-choice","108","173512","0.0-9.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"5624.859999981709","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","109","179139","0.0-9.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","110","179944","0.0-10.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","111","181051","0.0-10.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","112","182155","0.0-10.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","113","183261","0.0-10.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","114","184369","0.0-10.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","115","185474","0.0-10.0-0.0-0.5","null","test","A","",""
"310.76500000199303","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","116","186086","0.0-10.0-0.0-0.6","32","test","C","",""
"null","","","html-keyboard-response","117","186393","0.0-10.0-0.0-0.7","null","test","B","",""
"2998.840000014752","","","survey-likert","118","189393","0.0-10.0-1.0","","","","{""Q0"":8}","[0]"
"1572.634999989532","","","survey-multi-choice","119","190967","0.0-10.0-2.0","","","","{""Q0"":""C""}","[0]"
"1087.3349999892525","Correct! + $1","0","html-button-response","120","192057","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","121","192861","0.0-11.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","122","193968","0.0-11.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","123","195075","0.0-11.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","124","196182","0.0-11.0-0.0-0.3","null","test","C","",""
"348.8950000028126","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","125","196835","0.0-11.0-0.0-0.4","32","test","C","",""
"null","","","html-keyboard-response","126","197138","0.0-11.0-0.0-0.5","null","test","C","",""
"2047.2350000054576","","","survey-likert","127","199187","0.0-11.0-1.0","","","","{""Q0"":9}","[0]"
"1639.1500000027008","","","survey-multi-choice","128","200828","0.0-11.0-2.0","","","","{""Q0"":""C""}","[0]"
"75792.85500000697","Correct! + $1","0","html-button-response","129","276624","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","130","277425","0.0-12.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","131","278531","0.0-12.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","132","279640","0.0-12.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","133","280742","0.0-12.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","134","281848","0.0-12.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","135","282952","0.0-12.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","136","284058","0.0-12.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","137","285160","0.0-12.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","138","286268","0.0-12.0-0.0-0.8","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","139","287372","0.0-12.0-0.0-0.9","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","140","288477","0.0-12.0-0.0-0.10","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","141","289581","0.0-12.0-0.0-0.11","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","142","290690","0.0-12.0-0.0-0.12","null","test","A","",""
"469.52499996405095","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","143","291465","0.0-12.0-0.0-0.13","32","test","A","",""
"null","","","html-keyboard-response","144","291768","0.0-12.0-0.0-0.14","null","test","B","",""
"6205.424999992829","","","survey-likert","145","297975","0.0-12.0-1.0","","","","{""Q0"":1}","[0]"
"1763.455000007525","","","survey-multi-choice","146","299741","0.0-12.0-2.0","","","","{""Q0"":""A, B, and C, are all equally likely""}","[0]"
"2052.2299999720417","Correct! + $1","0","html-button-response","147","301795","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","148","302597","0.0-13.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","149","303701","0.0-13.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","150","304805","0.0-13.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","151","305910","0.0-13.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","152","307020","0.0-13.0-0.0-0.4","null","test","C","",""
"294.60500000277534","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","153","307615","0.0-13.0-0.0-0.5","32","test","B","",""
"null","","","html-keyboard-response","154","307921","0.0-13.0-0.0-0.6","null","test","C","",""
"1999.3699999758974","","","survey-likert","155","309922","0.0-13.0-1.0","","","","{""Q0"":8}","[0]"
"1366.5400000172667","","","survey-multi-choice","156","311290","0.0-13.0-2.0","","","","{""Q0"":""B""}","[0]"
"922.4199999589473","Correct! + $1","0","html-button-response","157","312214","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","158","313015","0.0-14.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","159","314119","0.0-14.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","160","315221","0.0-14.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","161","316323","0.0-14.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","162","317428","0.0-14.0-0.0-0.4","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","163","318536","0.0-14.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","164","319638","0.0-14.0-0.0-0.6","null","test","C","",""
"283.47499994561076","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","165","320227","0.0-14.0-0.0-0.7","32","test","C","",""
"null","","","html-keyboard-response","166","320532","0.0-14.0-0.0-0.8","null","test","C","",""
"2696.285000012722","","","survey-likert","167","323229","0.0-14.0-1.0","","","","{""Q0"":9}","[0]"
"4248.3050000155345","","","survey-multi-choice","168","327479","0.0-14.0-2.0","","","","{""Q0"":""B""}","[0]"
"7093.935000011697","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","169","334574","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","170","335377","0.0-15.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","171","336483","0.0-15.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","172","337593","0.0-15.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","173","338698","0.0-15.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","174","339806","0.0-15.0-0.0-0.4","null","test","C","",""
"636.1250000190921","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","175","340747","0.0-15.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","176","341051","0.0-15.0-0.0-0.6","null","test","C","",""
"2697.2999999998137","","","survey-likert","177","343750","0.0-15.0-1.0","","","","{""Q0"":9}","[0]"
"1902.2450000047684","","","survey-multi-choice","178","345654","0.0-15.0-2.0","","","","{""Q0"":""C""}","[0]"
"1022.7799999993294","Correct! + $1","0","html-button-response","179","346679","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","180","347481","0.0-16.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","181","348583","0.0-16.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","182","349685","0.0-16.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","183","350792","0.0-16.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","184","351894","0.0-16.0-0.0-0.4","null","test","A","",""
"304.42000000039116","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","185","352502","0.0-16.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","186","352805","0.0-16.0-0.0-0.6","null","test","A","",""
"3079.9250000272878","","","survey-likert","187","355886","0.0-16.0-1.0","","","","{""Q0"":9}","[0]"
"1936.0449999803677","","","survey-multi-choice","188","357824","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"1738.9499999699183","Correct! + $1","0","html-button-response","189","359564","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","190","360367","0.0-17.0-0.0-0.0","null","test","C","",""
"","","","html-keyboard-response","191","360668","0.0-17.0-0.0-0.1","","test","B","",""
