"rt","stimulus","button_pressed","trial_type","trial_index","time_elapsed","internal_node_id","key_press","test_part","next_elem","responses","question_order"
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","45","128587","0.0-5.0-0.0-0.15","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","46","129691","0.0-5.0-0.0-0.16","null","test","B","",""
"667.9999999999854","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","47","130660","0.0-5.0-0.0-0.17","32","test","A","",""
"null","","","html-keyboard-response","48","130962","0.0-5.0-0.0-0.18","null","test","B","",""
"5697.999999999971","","","survey-likert","49","136661","0.0-5.0-1.0","","","","{""Q0"":6}","[0]"
"9473","","","survey-multi-choice","50","146137","0.0-5.0-2.0","","","","{""Q0"":""C""}","[0]"
"1494","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","51","147633","0.0-5.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","52","148436","0.0-6.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","53","149539","0.0-6.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","54","150643","0.0-6.0-0.0-0.2","null","test","C","",""
"308","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","55","151253","0.0-6.0-0.0-0.3","32","test","C","",""
"null","","","html-keyboard-response","56","151558","0.0-6.0-0.0-0.4","null","test","C","",""
"2706","","","survey-likert","57","154267","0.0-6.0-1.0","","","","{""Q0"":9}","[0]"
"1855","","","survey-multi-choice","58","156125","0.0-6.0-2.0","","","","{""Q0"":""C""}","[0]"
"4637","Correct! + $1","0","html-button-response","59","160763","0.0-6.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","60","161566","0.0-7.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","61","162670","0.0-7.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","62","163774","0.0-7.0-0.0-0.2","null","test","A","",""
"504","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","63","164581","0.0-7.0-0.0-0.3","32","test","B","",""
"null","","","html-keyboard-response","64","164883","0.0-7.0-0.0-0.4","null","test","B","",""
"2796","","","survey-likert","65","167680","0.0-7.0-1.0","","","","{""Q0"":6}","[0]"
"2297","","","survey-multi-choice","66","169980","0.0-7.0-2.0","","","","{""Q0"":""A""}","[0]"
"1208","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","67","171190","0.0-7.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","68","171993","0.0-8.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","69","173097","0.0-8.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","70","174200","0.0-8.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","71","175304","0.0-8.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","72","176408","0.0-8.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","73","177512","0.0-8.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","74","178615","0.0-8.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","75","179719","0.0-8.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","76","180822","0.0-8.0-0.0-0.8","null","test","C","",""
"409","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","77","181533","0.0-8.0-0.0-0.9","32","test","B","",""
"null","","","html-keyboard-response","78","181837","0.0-8.0-0.0-0.10","null","test","A","",""
"3795","","","survey-likert","79","185634","0.0-8.0-1.0","","","","{""Q0"":6}","[0]"
"1732","","","survey-multi-choice","80","187368","0.0-8.0-2.0","","","","{""Q0"":""C""}","[0]"
"1747.999999999971","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","81","189118","0.0-8.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","82","189921","0.0-9.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","83","191025","0.0-9.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","84","192129","0.0-9.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","85","193232","0.0-9.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","86","194336","0.0-9.0-0.0-0.4","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","87","195438","0.0-9.0-0.0-0.5","null","test","C","",""
"404.0000000000291","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","88","196145","0.0-9.0-0.0-0.6","32","test","C","",""
"null","","","html-keyboard-response","89","196447","0.0-9.0-0.0-0.7","null","test","C","",""
"2472","","","survey-likert","90","198921","0.0-9.0-1.0","","","","{""Q0"":6}","[0]"
"1708","","","survey-multi-choice","91","200631","0.0-9.0-2.0","","","","{""Q0"":""C""}","[0]"
"1028.999999999971","Correct! + $1","0","html-button-response","92","201661","0.0-9.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","93","202466","0.0-10.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","94","203570","0.0-10.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","95","204674","0.0-10.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","96","205777","0.0-10.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","97","206880","0.0-10.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","98","207984","0.0-10.0-0.0-0.5","null","test","A","",""
"363","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","99","208648","0.0-10.0-0.0-0.6","32","test","C","",""
"null","","","html-keyboard-response","100","208952","0.0-10.0-0.0-0.7","null","test","C","",""
"2241","","","survey-likert","101","211194","0.0-10.0-1.0","","","","{""Q0"":7}","[0]"
"2354","","","survey-multi-choice","102","213550","0.0-10.0-2.0","","","","{""Q0"":""A""}","[0]"
"1019","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","103","214573","0.0-10.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","104","215375","0.0-11.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","105","216478","0.0-11.0-0.0-0.1","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","106","217581","0.0-11.0-0.0-0.2","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","107","218684","0.0-11.0-0.0-0.3","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","108","219787","0.0-11.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","109","220890","0.0-11.0-0.0-0.5","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","110","221994","0.0-11.0-0.0-0.6","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","111","223097","0.0-11.0-0.0-0.7","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","112","224200","0.0-11.0-0.0-0.8","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","113","225303","0.0-11.0-0.0-0.9","null","test","C","",""
"685","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","114","226290","0.0-11.0-0.0-0.10","32","test","B","",""
"null","","","html-keyboard-response","115","226593","0.0-11.0-0.0-0.11","null","test","C","",""
"3864","","","survey-likert","116","230459","0.0-11.0-1.0","","","","{""Q0"":6}","[0]"
"1458","","","survey-multi-choice","117","231918","0.0-11.0-2.0","","","","{""Q0"":""A""}","[0]"
"913","Incorrect! + $0<p> The correct choice was: B","0","html-button-response","118","232833","0.0-11.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","119","233634","0.0-12.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","120","234738","0.0-12.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","121","235841","0.0-12.0-0.0-0.2","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","122","236945","0.0-12.0-0.0-0.3","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","123","238049","0.0-12.0-0.0-0.4","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","124","239152","0.0-12.0-0.0-0.5","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","125","240256","0.0-12.0-0.0-0.6","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","126","241359","0.0-12.0-0.0-0.7","null","test","C","",""
"266","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","127","241927","0.0-12.0-0.0-0.8","32","test","A","",""
"null","","","html-keyboard-response","128","242232","0.0-12.0-0.0-0.9","null","test","C","",""
"3043.000000000029","","","survey-likert","129","245277","0.0-12.0-1.0","","","","{""Q0"":6}","[0]"
"3156","","","survey-multi-choice","130","248436","0.0-12.0-2.0","","","","{""Q0"":""C""}","[0]"
"921.9999999999709","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","131","249359","0.0-12.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","132","250162","0.0-13.0-0.0-0.0","null","test","B","",""
"47","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","133","250511","0.0-13.0-0.0-0.1","32","test","B","",""
"null","","","html-keyboard-response","134","250814","0.0-13.0-0.0-0.2","null","test","B","",""
"2908.000000000029","","","survey-likert","135","253723","0.0-13.0-1.0","","","","{""Q0"":6}","[0]"
"1698","","","survey-multi-choice","136","255424","0.0-13.0-2.0","","","","{""Q0"":""B""}","[0]"
"1323","Correct! + $1","0","html-button-response","137","256748","0.0-13.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","138","257550","0.0-14.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","139","258653","0.0-14.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","140","259756","0.0-14.0-0.0-0.2","null","test","A","",""
"488","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","141","260546","0.0-14.0-0.0-0.3","32","test","A","",""
"null","","","html-keyboard-response","142","260849","0.0-14.0-0.0-0.4","null","test","C","",""
"3528.999999999971","","","survey-likert","143","264379","0.0-14.0-1.0","","","","{""Q0"":6}","[0]"
"2582.999999999942","","","survey-multi-choice","144","266964","0.0-14.0-2.0","","","","{""Q0"":""C""}","[0]"
"1086","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","145","268051","0.0-14.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","146","268854","0.0-15.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","147","269958","0.0-15.0-0.0-0.1","null","test","A","",""
"417","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","148","270677","0.0-15.0-0.0-0.2","32","test","C","",""
"null","","","html-keyboard-response","149","270980","0.0-15.0-0.0-0.3","null","test","A","",""
"2388.000000000058","","","survey-likert","150","273370","0.0-15.0-1.0","","","","{""Q0"":4}","[0]"
"2035","","","survey-multi-choice","151","275407","0.0-15.0-2.0","","","","{""Q0"":""A""}","[0]"
"1013","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","152","276422","0.0-15.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","153","277225","0.0-16.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","154","278329","0.0-16.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","155","279432","0.0-16.0-0.0-0.2","null","test","C","",""
"471","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","156","280206","0.0-16.0-0.0-0.3","32","test","C","",""
"null","","","html-keyboard-response","157","280509","0.0-16.0-0.0-0.4","null","test","C","",""
"2707","","","survey-likert","158","283217","0.0-16.0-1.0","","","","{""Q0"":6}","[0]"
"1894","","","survey-multi-choice","159","285114","0.0-16.0-2.0","","","","{""Q0"":""C""}","[0]"
"1119","Correct! + $1","0","html-button-response","160","286235","0.0-16.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","161","287038","0.0-17.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","162","288141","0.0-17.0-0.0-0.1","null","test","C","",""
"401","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","163","288845","0.0-17.0-0.0-0.2","32","test","C","",""
"null","","","html-keyboard-response","164","289148","0.0-17.0-0.0-0.3","null","test","C","",""
"1976","","","survey-likert","165","291125","0.0-17.0-1.0","","","","{""Q0"":6}","[0]"
"2278.000000000058","","","survey-multi-choice","166","293406","0.0-17.0-2.0","","","","{""Q0"":""C""}","[0]"
"1064.0000000000582","Correct! + $1","0","html-button-response","167","294471","0.0-17.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","168","295274","0.0-18.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","169","296377","0.0-18.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","170","297481","0.0-18.0-0.0-0.2","null","test","C","",""
"595","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","171","298377","0.0-18.0-0.0-0.3","32","test","C","",""
"null","","","html-keyboard-response","172","298681","0.0-18.0-0.0-0.4","null","test","A","",""
"2191","","","survey-likert","173","300874","0.0-18.0-1.0","","","","{""Q0"":7}","[0]"
"1542","","","survey-multi-choice","174","302418","0.0-18.0-2.0","","","","{""Q0"":""C""}","[0]"
"905","Correct! + $1","0","html-button-response","175","303325","0.0-18.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","176","304127","0.0-19.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","177","305232","0.0-19.0-0.0-0.1","null","test","A","",""
"441","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","178","305975","0.0-19.0-0.0-0.2","32","test","C","",""
"null","","","html-keyboard-response","179","306278","0.0-19.0-0.0-0.3","null","test","C","",""
"1733","","","survey-likert","180","308013","0.0-19.0-1.0","","","","{""Q0"":7}","[0]"
"1504.0000000000582","","","survey-multi-choice","181","309520","0.0-19.0-2.0","","","","{""Q0"":""A""}","[0]"
"1010.0000000000582","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","182","310531","0.0-19.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","183","311334","0.0-20.0-0.0-0.0","null","test","A","",""
"null","<div style=""font-size:65px;"">A</div>","","html-keyboard-response","184","312437","0.0-20.0-0.0-0.1","null","test","C","",""
"667","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","185","313405","0.0-20.0-0.0-0.2","32","test","A","",""
"null","","","html-keyboard-response","186","313708","0.0-20.0-0.0-0.3","null","test","C","",""
"2763.000000000058","","","survey-likert","187","316472","0.0-20.0-1.0","","","","{""Q0"":7}","[0]"
"2412","","","survey-multi-choice","188","318887","0.0-20.0-2.0","","","","{""Q0"":""A""}","[0]"
"1608","Correct! + $1","0","html-button-response","189","320497","0.0-20.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","190","321299","0.0-21.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","191","322402","0.0-21.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","192","323504","0.0-21.0-0.0-0.2","null","test","C","",""
"353.9999999999418","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","193","324160","0.0-21.0-0.0-0.3","32","test","C","",""
"null","","","html-keyboard-response","194","324463","0.0-21.0-0.0-0.4","null","test","C","",""
"3139","","","survey-likert","195","327604","0.0-21.0-1.0","","","","{""Q0"":7}","[0]"
"1911","","","survey-multi-choice","196","329516","0.0-21.0-2.0","","","","{""Q0"":""C""}","[0]"
"10256","Correct! + $1","0","html-button-response","197","339775","0.0-21.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","198","340578","0.0-22.0-0.0-0.0","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","199","341681","0.0-22.0-0.0-0.1","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","200","342784","0.0-22.0-0.0-0.2","null","test","B","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","201","343887","0.0-22.0-0.0-0.3","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","202","344990","0.0-22.0-0.0-0.4","null","test","B","",""
"311","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","203","345603","0.0-22.0-0.0-0.5","32","test","C","",""
"null","","","html-keyboard-response","204","345906","0.0-22.0-0.0-0.6","null","test","B","",""
"3778","","","survey-likert","205","349686","0.0-22.0-1.0","","","","{""Q0"":9}","[0]"
"1812","","","survey-multi-choice","206","351500","0.0-22.0-2.0","","","","{""Q0"":""B""}","[0]"
"1200","Incorrect! + $0<p> The correct choice was: C","0","html-button-response","207","352702","0.0-22.0-3.0","","","","",""
"null","<div style=""font-size:65px;"">B</div>","","html-keyboard-response","208","353504","0.0-23.0-0.0-0.0","null","test","C","",""
"null","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","209","354608","0.0-23.0-0.0-0.1","null","test","C","",""
"520","<div style=""font-size:65px;"">C</div>","","html-keyboard-response","210","355429","0.0-23.0-0.0-0.2","32","test","A","",""
"null","","","html-keyboard-response","211","355733","0.0-23.0-0.0-0.3","null","test","B","",""
"2356","","","survey-likert","212","358091","0.0-23.0-1.0","","","","{""Q0"":8}","[0]"
"2051","","","survey-multi-choice","213","360143","0.0-23.0-2.0","","","","{""Q0"":""C""}","[0]"
"1266","Incorrect! + $0<p> The correct choice was: A","0","html-button-response","214","361411","0.0-23.0-3.0","","","","",""
"","","","html-keyboard-response","215","361413","0.0-24.0-0.0-0.0","","test","A","",""
